timestamp,service,window_s,samples,cpu_percent,memory_percent,request_rate,p95_latency_ms,error_rate,current_replicas,available_replicas,hour_of_day,day_of_week,is_anomaly,scenario,target_replicas
1787758606,workload-v2,30,30,44.0915,50.417,0.0,18800.0,0.0,2,2,12,1,1,spike,2.0
1787758607,workload-v2,30,30,40.6381,50.7321,0.0,18800.0,0.0,2,2,12,1,1,spike,2.0
1787758608,workload-v2,30,30,48.5018,50.5647,0.0,18800.0,0.0,2,2,12,1,1,spike,2.0
1787758609,workload-v2,30,30,43.1654,46.6646,0.0,23200.0,0.0,2,2,12,1,1,spike,2.0
1787758610,workload-v2,30,30,45.454,50.0273,0.0,18580.0,0.0,2,2,12,1,1,spike,2.0
1787758611,workload-v2,30,30,45.1198,41.8152,0.0,8861.8,0.0,2,2,12,1,1,spike,2.0
1787758612,workload-v2,30,30,44.86,52.7885,0.0,2168.2,0.0,2,2,12,1,1,spike,2.0
1787758613,workload-v2,30,30,52.4762,46.7319,0.0,8.0,0.0,2,2,12,1,1,spike,2.0
1787758614,workload-v2,30,30,43.9504,46.8735,0.0,7.2,0.0,2,2,12,1,1,spike,2.0
1787758615,workload-v2,30,30,49.1078,50.1281,0.0,6.2,0.0,2,2,12,1,1,spike,2.0
1787758616,workload-v2,30,30,47.1054,55.0019,0.0,6.0,0.0,2,2,12,1,1,spike,2.0
1787758617,workload-v2,30,30,45.9449,50.4755,0.0,5.8,0.0,2,2,12,1,1,spike,2.0
1787758618,workload-v2,30,30,50.3242,46.7515,0.0,5.2,0.0,2,2,12,1,1,spike,2.0
1787758619,workload-v2,30,30,47.8735,46.1011,0.0,5.0,0.0,2,2,12,1,1,spike,2.0
1787758620,workload-v2,30,30,47.8873,44.1912,0.0,5.0,0.0,2,2,12,1,1,spike,2.0
1787758621,workload-v2,30,30,38.8958,48.1437,0.0,5.2,0.0,2,2,12,1,1,spike,2.0
1787758622,workload-v2,30,30,39.6424,50.5352,0.0,5.2,0.0,2,2,12,1,1,spike,2.0
1787758623,workload-v2,30,30,46.3096,49.8159,0.0,5.2,0.0,2,2,12,1,1,spike,2.0
1787758624,workload-v2,30,30,47.5239,47.6241,0.0,5.2,0.0,2,2,12,1,1,spike,2.0
1787758625,workload-v2,30,30,41.4648,55.2355,0.0,5.2,0.0,2,2,12,1,1,spike,2.0
1787758626,workload-v2,30,30,43.9624,53.0342,0.0,5.2,0.0,2,2,12,1,1,spike,2.0
1787758627,workload-v2,30,30,43.5706,49.0339,0.0,5.0,0.0,2,2,12,1,1,spike,2.0
1787758628,workload-v2,30,30,49.5122,52.0236,0.0,5.4,0.0,2,2,12,1,1,spike,2.0
1787758629,workload-v2,30,30,48.2677,47.5488,0.0,5.6,0.0,2,2,12,1,1,spike,2.0
1787758630,workload-v2,30,30,50.4843,52.2012,0.0,5.4,0.0,2,2,12,1,1,spike,2.0
1787758631,workload-v2,30,30,43.2113,49.5345,0.0,5.4,0.0,2,2,12,1,1,spike,2.0
1787758632,workload-v2,30,30,42.2721,52.2943,0.0,5.0,0.0,2,2,12,1,1,spike,2.0
1787758633,workload-v2,30,30,46.5785,42.1812,0.0,5.0,0.0,2,2,12,1,1,spike,2.0
1787758634,workload-v2,30,30,47.9219,53.6702,0.0,5.0,0.0,2,2,12,1,1,spike,2.0
1787758635,workload-v2,30,30,50.7131,54.5905,0.0,4.8,0.0,2,2,12,1,1,spike,2.0
1787758636,workload-v2,30,30,47.4729,48.9276,0.0,4.8,0.0,2,2,12,1,1,spike,2.0
1787758637,workload-v2,30,30,41.5495,45.5996,0.0,4.6,0.0,2,2,12,1,1,spike,2.0
1787758638,workload-v2,30,30,47.6175,53.9895,0.0,4.6,0.0,2,2,12,1,1,spike,2.0
1787758639,workload-v2,30,30,48.7017,50.0875,0.0,4.6,0.0,2,2,12,1,1,spike,2.0
1787758640,workload-v2,30,30,48.0907,59.1403,0.0,4.0,0.0,2,2,12,1,1,spike,2.0
1787758641,workload-v2,30,30,44.789,36.297,0.0,4.0,0.0,2,2,12,1,1,spike,2.0
1787758642,workload-v2,30,30,44.8737,50.127,0.0,4.0,0.0,2,2,12,1,1,spike,2.0
1787758643,workload-v2,30,30,45.1622,49.0288,0.0,4.0,0.0,2,2,12,1,1,spike,2.0
1787758644,workload-v2,30,30,44.0434,55.2036,0.0,4.0,0.0,2,2,12,1,1,spike,2.0
1787758645,workload-v2,30,30,47.6977,50.327,0.0,3.8,0.0,2,2,12,1,1,spike,2.0
1787758646,workload-v2,30,30,46.6828,49.674,0.0,3.2,0.0,2,2,12,1,1,spike,2.0
1787758647,workload-v2,30,30,46.987,42.9293,0.0,3.0,0.0,2,2,12,1,1,spike,2.0
1787758648,workload-v2,30,30,42.1561,55.736,0.0,3.0,0.0,2,2,12,1,1,spike,2.0
1787758649,workload-v2,30,30,46.8539,49.0801,0.0,3.0,0.0,2,2,12,1,1,spike,2.0
1787758650,workload-v2,30,30,46.8541,47.0604,0.0,3.0,0.0,2,2,12,1,1,spike,2.0
1787758651,workload-v2,30,30,43.4819,48.6345,0.0,3.0,0.0,2,2,12,1,1,spike,2.0
1787758652,workload-v2,30,30,47.3711,49.9432,0.0,3.0,0.0,2,2,12,1,1,spike,2.0
1787758653,workload-v2,30,30,51.4644,48.0735,0.0,3.0,0.0,2,2,12,1,1,spike,2.0
1787758654,workload-v2,30,30,43.6847,58.6375,0.0,3.0,0.0,2,2,12,1,1,spike,2.0
1787758655,workload-v2,30,30,50.0007,46.0746,0.0,3.0,0.0,2,2,12,1,1,spike,2.0
1787758656,workload-v2,30,30,41.3179,48.8427,0.0,3.0,0.0,2,2,12,1,1,spike,2.0
1787758657,workload-v2,30,30,50.9994,44.5612,0.0,3.0,0.0,2,2,12,1,1,spike,2.0
1787758658,workload-v2,30,30,47.8454,43.4152,0.0,3.0,0.0,2,2,12,1,1,spike,2.0
1787758659,workload-v2,30,30,43.4319,48.5898,0.0,3.0,0.0,2,2,12,1,1,spike,2.0
1787758660,workload-v2,30,30,45.8688,43.1622,0.0,3.0,0.0,2,2,12,1,1,spike,2.0
1787758661,workload-v2,30,30,47.9758,53.303,0.0,3.0,0.0,2,2,12,1,1,spike,2.0
1787758662,workload-v2,30,30,45.1922,50.83,0.0,3.0,0.0,2,2,12,1,1,spike,2.0
1787758663,workload-v2,30,30,43.6609,60.5633,0.0,3.0,0.0,2,2,12,1,1,spike,2.0
1787758664,workload-v2,30,30,45.9951,47.6272,0.0,3.0,0.0,2,2,12,1,1,spike,2.0
1787758665,workload-v2,30,30,46.4289,49.5961,0.0,3.0,0.0,2,2,12,1,1,spike,2.0
1787758666,workload-v2,30,30,43.5688,48.7365,0.0,3.0,0.0,2,2,12,1,1,spike,2.0
1787758667,workload-v2,30,30,48.1937,52.5547,0.0,3.0,0.0,2,2,12,1,1,spike,2.0
1787758668,workload-v2,30,30,45.6397,38.4685,0.0,3.0,0.0,2,2,12,1,1,spike,2.0
1787758669,workload-v2,30,30,42.1647,61.4399,0.0,3.0,0.0,2,2,12,1,1,spike,2.0
1787758670,workload-v2,30,30,45.5859,50.4896,0.0,3.0,0.0,2,2,12,1,1,spike,2.0
1787758671,workload-v2,30,30,42.1477,46.2971,0.0,3.0,0.0,2,2,12,1,1,spike,2.0
1787758672,workload-v2,30,30,41.4814,56.1331,0.0,3.0,0.0,2,2,12,1,1,spike,2.0
1787758673,workload-v2,30,30,38.9906,43.0852,0.0,3.0,0.0,2,2,12,1,1,spike,2.0
1787758674,workload-v2,30,30,46.9102,47.8893,0.0,3.0,0.0,2,2,12,1,1,spike,2.0
1787758675,workload-v2,30,30,52.1673,45.6898,0.0,3.0,0.0,2,2,12,1,1,spike,2.0
1787758676,workload-v2,30,30,47.0386,49.3097,0.0,3.0,0.0,2,2,12,1,1,spike,2.0
1787758677,workload-v2,30,30,44.7642,55.2776,0.0,3.0,0.0,2,2,12,1,1,spike,2.0
1787758678,workload-v2,30,30,45.0236,56.0694,0.0,3.0,0.0,2,2,12,1,1,spike,2.0
1787758679,workload-v2,30,30,42.4819,46.2172,0.0,3.0,0.0,2,2,12,1,1,spike,2.0
1787758680,workload-v2,30,30,46.8099,49.4727,0.0,3.0,0.0,2,2,12,1,1,spike,2.0
1787758681,workload-v2,30,30,44.19,49.7656,0.0,3.0,0.0,2,2,12,1,1,spike,2.0
1787758682,workload-v2,30,30,42.6629,51.5407,0.0,3.0,0.0,2,2,12,1,1,spike,2.0
1787758683,workload-v2,30,30,49.8574,50.4661,0.0,3.0,0.0,2,2,12,1,1,spike,2.0
1787758684,workload-v2,30,30,46.4249,40.1882,0.0,3.0,0.0,2,2,12,1,1,spike,2.0
1787758685,workload-v2,30,30,46.8107,51.7834,0.0,2.8,0.0,2,2,12,1,1,spike,2.0
1787758686,workload-v2,30,30,45.8227,58.5129,0.0,2.8,0.0,2,2,12,1,1,spike,2.0
1787758687,workload-v2,30,30,44.6535,41.2426,0.0,2.8,0.0,2,2,12,1,1,spike,2.0
1787758688,workload-v2,30,30,46.5765,49.8001,0.0,3.0,0.0,2,2,12,1,1,spike,2.0
1787758689,workload-v2,30,30,50.0504,52.9313,0.0,3.0,0.0,2,2,12,1,1,spike,2.0
1787758690,workload-v2,30,30,48.0694,46.3811,0.0,3.0,0.0,2,2,12,1,1,spike,2.0
1787758691,workload-v2,30,30,43.4292,54.4132,0.0,3.0,0.0,2,2,12,1,1,spike,2.0
1787758692,workload-v2,30,30,40.4258,49.7393,0.0,3.0,0.0,2,2,12,1,1,spike,2.0
1787758693,workload-v2,30,30,46.8391,57.642,0.0,3.0,0.0,2,2,12,1,1,spike,2.0
1787758694,workload-v2,30,30,45.798,47.6614,0.0,3.0,0.0,2,2,12,1,1,spike,2.0
1787758695,workload-v2,30,30,46.5908,54.9316,0.0,3.0,0.0,2,2,12,1,1,spike,2.0
1787758696,workload-v2,30,30,40.6318,47.1964,0.0,3.0,0.0,2,2,12,1,1,spike,2.0
1787758697,workload-v2,30,30,39.031,46.7904,0.0,3.0,0.0,2,2,12,1,1,spike,2.0
1787758698,workload-v2,30,30,49.8551,46.1881,0.0,3.0,0.0,2,2,12,1,1,spike,2.0
1787758712,workload-v2,30,30,24.2359,42.6287,0.0,0.0,0.0,2,2,12,1,0,steady,2
1787758713,workload-v2,30,30,23.8151,29.5508,0.0,5.4,0.0,2,2,12,1,0,steady,2
1787758714,workload-v2,30,30,22.5865,38.2582,0.0,2.4,0.0,2,2,12,1,0,steady,2
1787758715,workload-v2,30,30,26.5006,28.5347,0.0,2.0,0.0,2,2,12,1,0,steady,2
1787758716,workload-v2,30,30,24.6041,33.8272,0.0,2.0,0.0,2,2,12,1,0,steady,2
1787758717,workload-v2,30,30,27.1594,37.4315,0.0,2.0,0.0,2,2,12,1,0,steady,2
1787758718,workload-v2,30,30,27.8199,39.2145,0.0,2.0,0.0,2,2,12,1,0,steady,2
1787758719,workload-v2,30,30,24.5114,43.3711,0.0,2.0,0.0,2,2,12,1,0,steady,2
1787758720,workload-v2,30,30,26.267,32.1496,0.0,2.0,0.0,2,2,12,1,0,steady,2
1787758721,workload-v2,30,30,27.7593,43.214,0.0,2.0,0.0,2,2,12,1,0,steady,2
1787758722,workload-v2,30,30,28.4726,46.4583,0.0,2.0,0.0,2,2,12,1,0,steady,2
1787758723,workload-v2,30,30,23.7336,35.997,0.0,2.0,0.0,2,2,12,1,0,steady,2
1787758724,workload-v2,30,30,25.8846,38.7957,0.0,2.0,0.0,2,2,12,1,0,steady,2
1787758725,workload-v2,30,30,20.969,35.1264,0.0,2.0,0.0,2,2,12,1,0,steady,2
1787758726,workload-v2,30,30,29.0287,36.879,0.0,2.0,0.0,2,2,12,1,0,steady,2
1787758727,workload-v2,30,30,23.2485,40.3046,0.0,2.0,0.0,2,2,12,1,0,steady,2
1787758728,workload-v2,30,30,20.3376,36.3036,0.0,2.0,0.0,2,2,12,1,0,steady,2
1787758729,workload-v2,30,30,27.0173,40.9346,0.0,2.0,0.0,2,2,12,1,0,steady,2
1787758730,workload-v2,30,30,26.389,34.2849,0.0,2.0,0.0,2,2,12,1,0,steady,2
1787758731,workload-v2,30,30,26.4553,30.0874,0.0,2.0,0.0,2,2,12,1,0,steady,2
1787758732,workload-v2,30,30,25.1689,42.5828,0.0,2.0,0.0,2,2,12,1,0,steady,2
1787758733,workload-v2,30,30,22.1782,35.0541,0.0,2.0,0.0,2,2,12,1,0,steady,2
1787758734,workload-v2,30,30,27.1655,44.2353,0.0,2.0,0.0,2,2,12,1,0,steady,2
1787758735,workload-v2,30,30,25.8926,44.8919,0.0,2.0,0.0,2,2,12,1,0,steady,2
1787758736,workload-v2,30,30,25.1369,45.6779,0.0,2.0,0.0,2,2,12,1,0,steady,2
1787758737,workload-v2,30,30,26.2378,42.4361,0.0,2.0,0.0,2,2,12,1,0,steady,2
1787758738,workload-v2,30,30,33.0559,42.5819,0.0,2.0,0.0,2,2,12,1,0,steady,2.0
1787758739,workload-v2,30,30,22.8486,49.6712,0.0,2.0,0.0,2,2,12,1,0,steady,2
1787758740,workload-v2,30,30,25.1781,43.7767,0.0,2.0,0.0,2,2,12,1,0,steady,2
1787758741,workload-v2,30,30,29.5392,39.9302,0.0,2.0,0.0,2,2,12,1,0,steady,2
1787758742,workload-v2,30,30,31.7593,46.3201,0.0,2.0,0.0,2,2,12,1,0,steady,2.0
1787758743,workload-v2,30,30,25.7488,39.4817,0.0,2.0,0.0,2,2,12,1,0,steady,2
1787758744,workload-v2,30,30,25.96,40.3421,0.0,2.0,0.0,2,2,12,1,0,steady,2
1787758745,workload-v2,30,30,32.961,43.5883,0.0,2.0,0.0,2,2,12,1,0,steady,2.0
1787758746,workload-v2,30,30,22.178,37.7089,0.0,2.0,0.0,2,2,12,1,0,steady,2
1787758747,workload-v2,30,30,27.5282,34.2366,0.0,2.0,0.0,2,2,12,1,0,steady,2
1787758748,workload-v2,30,30,24.0962,33.4865,0.0,2.0,0.0,2,2,12,1,0,steady,2
1787758749,workload-v2,30,30,22.4546,30.5502,0.0,2.0,0.0,2,2,12,1,0,steady,2
1787758750,workload-v2,30,30,22.1352,39.0251,0.0,2.0,0.0,2,2,12,1,0,steady,2
1787758751,workload-v2,30,30,22.3109,39.3202,0.0,2.0,0.0,2,2,12,1,0,steady,2
1787758752,workload-v2,30,30,24.0898,40.0778,0.0,2.0,0.0,2,2,12,1,0,steady,2
1787758753,workload-v2,30,30,19.9102,41.7187,0.0,2.0,0.0,2,2,12,1,0,steady,2
1787758754,workload-v2,30,30,27.4089,42.0343,0.0,2.0,0.0,2,2,12,1,0,steady,2
1787758755,workload-v2,30,30,24.1543,41.7581,0.0,2.0,0.0,2,2,12,1,0,steady,2
1787758756,workload-v2,30,30,24.3887,29.8799,0.0,2.0,0.0,2,2,12,1,0,steady,2
1787758757,workload-v2,30,30,24.6508,31.2414,0.0,2.0,0.0,2,2,12,1,0,steady,2
1787758758,workload-v2,30,30,27.3102,38.0461,0.0,2.0,0.0,2,2,12,1,0,steady,2
1787758759,workload-v2,30,30,33.0116,29.3369,0.0,2.0,0.0,2,2,12,1,0,steady,2.0
1787758760,workload-v2,30,30,27.9453,35.2598,0.0,2.0,0.0,2,2,12,1,0,steady,2
1787758761,workload-v2,30,30,25.6298,34.717,0.0,2.0,0.0,2,2,12,1,0,steady,2
1787758762,workload-v2,30,30,23.3774,36.5301,0.0,2.0,0.0,2,2,12,1,0,steady,2
1787758763,workload-v2,30,30,29.0604,41.6462,0.0,2.0,0.0,2,2,12,1,0,steady,2
1787758764,workload-v2,30,30,25.8845,39.033,0.0,2.0,0.0,2,2,12,1,0,steady,2
1787758765,workload-v2,30,30,22.7483,43.7571,0.0,2.0,0.0,2,2,12,1,0,steady,2
1787758766,workload-v2,30,30,23.1745,39.7384,0.0,2.0,0.0,2,2,12,1,0,steady,2
1787758767,workload-v2,30,30,25.1279,46.5029,0.0,2.0,0.0,2,2,12,1,0,steady,2
1787758768,workload-v2,30,30,28.1434,40.6328,0.0,2.0,0.0,2,2,12,1,0,steady,2
1787758769,workload-v2,30,30,24.6778,32.8184,0.0,2.0,0.0,2,2,12,1,0,steady,2
1787758770,workload-v2,30,30,22.8837,42.1967,0.0,2.0,0.0,2,2,12,1,0,steady,2
1787758771,workload-v2,30,30,25.7135,32.1331,0.0,2.0,0.0,2,2,12,1,0,steady,2
1787758772,workload-v2,30,30,24.9496,50.0736,0.0,2.0,0.0,2,2,12,1,0,steady,2
1787758773,workload-v2,30,30,26.4581,42.1721,0.0,2.0,0.0,2,2,12,1,0,steady,2
1787758774,workload-v2,30,30,28.1152,28.4327,0.0,2.0,0.0,2,2,12,1,0,steady,2
1787758775,workload-v2,30,30,32.92,39.1214,0.0,2.0,0.0,2,2,12,1,0,steady,2.0
1787758776,workload-v2,30,30,21.0931,35.2091,0.0,2.0,0.0,2,2,12,1,0,steady,2
1787758777,workload-v2,30,30,24.9938,48.3417,0.0,2.0,0.0,2,2,12,1,0,steady,2
1787758778,workload-v2,30,30,28.2461,35.1719,0.0,2.0,0.0,2,2,12,1,0,steady,2
1787758779,workload-v2,30,30,29.4557,37.6442,0.0,2.0,0.0,2,2,12,1,0,steady,2
1787758780,workload-v2,30,30,24.3477,40.8263,0.0,2.0,0.0,2,2,12,1,0,steady,2
1787758781,workload-v2,30,30,21.0593,43.6042,0.0,2.0,0.0,2,2,12,1,0,steady,2
1787758782,workload-v2,30,30,23.8884,35.7786,0.0,2.0,0.0,2,2,12,1,0,steady,2
1787758783,workload-v2,30,30,22.0033,42.8336,0.0,2.0,0.0,2,2,12,1,0,steady,2
1787758784,workload-v2,30,30,20.0881,43.5005,0.0,2.0,0.0,2,2,12,1,0,steady,2
1787758785,workload-v2,30,30,24.64,41.9559,0.0,2.0,0.0,2,2,12,1,0,steady,2
1787758786,workload-v2,30,30,22.0275,39.733,0.0,2.0,0.0,2,2,12,1,0,steady,2
1787758787,workload-v2,30,30,22.577,35.7692,0.0,2.0,0.0,2,2,12,1,0,steady,2
1787758788,workload-v2,30,30,27.1193,39.8931,0.0,2.0,0.0,2,2,12,1,0,steady,2
1787758789,workload-v2,30,30,20.8297,36.9403,0.0,2.0,0.0,2,2,12,1,0,steady,2
1787758790,workload-v2,30,30,20.1624,51.2808,0.0,2.0,0.0,2,2,12,1,0,steady,2
1787758791,workload-v2,30,30,26.9259,36.703,0.0,2.0,0.0,2,2,12,1,0,steady,2
1787758792,workload-v2,30,30,25.4443,47.4079,0.0,2.0,0.0,2,2,12,1,0,steady,2
1787758793,workload-v2,30,30,25.8703,43.3103,0.0,2.0,0.0,2,2,12,1,0,steady,2
1787758794,workload-v2,30,30,26.6881,39.3031,0.0,2.0,0.0,2,2,12,1,0,steady,2
1787758795,workload-v2,30,30,25.0031,33.4474,0.0,2.0,0.0,2,2,12,1,0,steady,2
1787758796,workload-v2,30,30,18.8967,40.4234,0.0,2.0,0.0,2,2,12,1,0,steady,2
1787758797,workload-v2,30,30,23.3192,40.6641,0.0,2.0,0.0,2,2,12,1,0,steady,2
1787758798,workload-v2,30,30,22.0409,42.7862,0.0,2.0,0.0,2,2,12,1,0,steady,2
1787758799,workload-v2,30,30,28.7382,37.4334,0.0,2.0,0.0,2,2,12,1,0,steady,2
1787758800,workload-v2,30,30,22.015,35.6142,0.0,2.0,0.0,2,2,12,1,0,steady,2
1787758801,workload-v2,30,30,27.1784,45.8397,0.0,2.0,0.0,2,2,12,1,0,steady,2
1787758802,workload-v2,30,30,27.2495,41.3085,0.0,2.0,0.0,2,2,12,1,0,steady,2
1787758803,workload-v2,30,30,20.8282,40.0166,0.0,2.0,0.0,2,2,12,1,0,steady,2
1787758804,workload-v2,30,30,33.3585,37.2432,0.0,2.0,0.0,2,2,12,1,0,steady,2.0
1787758805,workload-v2,30,30,24.3646,31.0799,0.0,2.0,0.0,2,2,12,1,0,steady,2
1787758806,workload-v2,30,30,24.4277,27.621,0.0,2.0,0.0,2,2,12,1,0,steady,2
1787758807,workload-v2,30,30,27.1744,48.5023,0.0,2.0,0.0,2,2,12,1,0,steady,2
1787758808,workload-v2,30,30,24.5579,37.5401,0.0,2.0,0.0,2,2,12,1,0,steady,2
1787758809,workload-v2,30,30,25.2698,43.3551,0.0,2.0,0.0,2,2,12,1,0,steady,2
1787758810,workload-v2,30,30,22.9155,40.6375,0.0,2.0,0.0,2,2,12,1,0,steady,2
1787758811,workload-v2,30,30,14.3037,51.3468,0.0,2.0,0.0,2,2,12,1,0,steady,2
1787758812,workload-v2,30,30,31.1151,36.1513,0.0,2.0,0.0,2,2,12,1,0,steady,2.0
1787758813,workload-v2,30,30,25.3555,41.8849,0.0,2.0,0.0,2,2,12,1,0,steady,2
1787758814,workload-v2,30,30,23.7941,32.7066,0.0,2.0,0.0,2,2,12,1,0,steady,2
1787758815,workload-v2,30,30,25.7877,43.799,0.0,2.0,0.0,2,2,12,1,0,steady,2
1787758816,workload-v2,30,30,23.4871,38.1724,0.0,2.0,0.0,2,2,12,1,0,steady,2
1787758817,workload-v2,30,30,26.295,36.8424,0.0,2.0,0.0,2,2,12,1,0,steady,2
1787758818,workload-v2,30,30,26.1724,29.964,0.0,2.0,0.0,2,2,12,1,0,steady,2
1787758819,workload-v2,30,30,26.5727,37.6929,0.0,2.0,0.0,2,2,12,1,0,steady,2
1787758820,workload-v2,30,30,23.8522,50.7472,0.0,2.0,0.0,2,2,12,1,0,steady,2
1787758821,workload-v2,30,30,19.2414,39.554,0.0,2.0,0.0,2,2,12,1,0,steady,2
1787758822,workload-v2,30,30,24.2424,43.0484,0.0,2.0,0.0,2,2,12,1,0,steady,2
1787758823,workload-v2,30,30,22.9971,39.3472,0.0,2.0,0.0,2,2,12,1,0,steady,2
1787758824,workload-v2,30,30,22.0882,35.7663,0.0,2.0,0.0,2,2,12,1,0,steady,2
1787758825,workload-v2,30,30,26.303,46.0583,0.0,2.0,0.0,2,2,12,1,0,steady,2
1787758826,workload-v2,30,30,32.3628,37.14,0.0,2.0,0.0,2,2,12,1,0,steady,2.0
1787758839,workload-v2,30,30,11.0258,34.8338,0.0,0.0,0.0,2,2,12,1,1,idle,2
1787758840,workload-v2,30,30,13.9426,20.3378,0.0,1.6,0.0,2,2,12,1,1,idle,2
1787758841,workload-v2,30,30,12.0059,33.4046,0.0,1.4,0.0,2,2,12,1,1,idle,2
1787758842,workload-v2,30,30,7.8388,31.4023,0.0,1.8,0.0,2,2,12,1,1,idle,2
1787758843,workload-v2,30,30,7.6025,31.8466,0.0,1.6,0.0,2,2,12,1,1,idle,2
1787758844,workload-v2,30,30,11.6048,29.5369,0.0,1.8,0.0,2,2,12,1,1,idle,2
1787758845,workload-v2,30,30,10.5621,32.3936,0.0,1.6,0.0,2,2,12,1,1,idle,2
1787758846,workload-v2,30,30,6.8346,36.3238,0.0,1.8,0.0,2,2,12,1,1,idle,2
1787758847,workload-v2,30,30,10.9009,21.7115,0.0,2.0,0.0,2,2,12,1,1,idle,2
1787758848,workload-v2,30,30,6.133,34.255,0.0,2.0,0.0,2,2,12,1,1,idle,2
1787758849,workload-v2,30,30,8.3847,32.8788,0.0,1.8,0.0,2,2,12,1,1,idle,2
1787758850,workload-v2,30,30,10.1009,27.5364,0.0,2.0,0.0,2,2,12,1,1,idle,2
1787758851,workload-v2,30,30,4.1046,27.8288,0.0,1.8,0.0,2,2,12,1,1,idle,2
1787758852,workload-v2,30,30,12.2235,40.2345,0.0,1.8,0.0,2,2,12,1,1,idle,2
1787758853,workload-v2,30,30,10.0094,35.9248,0.0,1.8,0.0,2,2,12,1,1,idle,2
1787758854,workload-v2,30,30,12.4944,33.2438,0.0,1.6,0.0,2,2,12,1,1,idle,2
1787758855,workload-v2,30,30,6.5676,37.891,0.0,1.6,0.0,2,2,12,1,1,idle,2
1787758856,workload-v2,30,30,7.8771,34.0951,0.0,1.6,0.0,2,2,12,1,1,idle,2
1787758857,workload-v2,30,30,7.6449,31.6495,0.0,1.8,0.0,2,2,12,1,1,idle,2
1787758858,workload-v2,30,30,10.6256,31.2059,0.0,1.6,0.0,2,2,12,1,1,idle,2
1787758859,workload-v2,30,30,14.8278,38.8535,0.0,1.6,0.0,2,2,12,1,1,idle,2
1787758860,workload-v2,30,30,9.1322,30.4844,0.0,1.6,0.0,2,2,12,1,1,idle,2
1787758861,workload-v2,30,30,9.4545,29.9177,0.0,1.2,0.0,2,2,12,1,1,idle,2
1787758862,workload-v2,30,30,9.8076,33.3581,0.0,1.2,0.0,2,2,12,1,1,idle,2
1787758863,workload-v2,30,30,10.095,24.7138,0.0,1.4,0.0,2,2,12,1,1,idle,2
1787758864,workload-v2,30,30,12.8026,37.5227,0.0,1.6,0.0,2,2,12,1,1,idle,2
1787758865,workload-v2,30,30,10.8964,36.3554,0.0,1.6,0.0,2,2,12,1,1,idle,2
1787758866,workload-v2,30,30,10.1484,33.1082,0.0,1.4,0.0,2,2,12,1,1,idle,2
1787758867,workload-v2,30,30,5.987,32.3211,0.0,1.4,0.0,2,2,12,1,1,idle,2
1787758868,workload-v2,30,30,10.2585,35.8861,0.0,1.6,0.0,2,2,12,1,1,idle,2
1787758869,workload-v2,30,30,6.9686,37.3722,0.0,1.6,0.0,2,2,12,1,1,idle,2
