timestamp,service,window_s,samples,cpu_percent,memory_percent,request_rate,p95_latency_ms,error_rate,current_replicas,available_replicas,hour_of_day,day_of_week,is_anomaly,scenario,target_replicas
2026-08-20T17:03:30+00:00,podinfo,30,3,6.254,46.5317,25.9185,4.75,0.0,2.0,2.0,17,3,0,steady_high,2
2026-08-20T17:04:00+00:00,podinfo,30,3,6.3189,46.4996,25.4889,4.75,0.0,2.0,2.0,17,3,0,steady_high,2
2026-08-20T17:04:30+00:00,podinfo,30,3,6.3444,46.6309,25.7037,4.75,0.0,2.0,2.0,17,3,0,steady_high,2
2026-08-20T17:05:00+00:00,podinfo,30,3,6.1224,46.6014,25.6296,4.75,0.0,2.0,2.0,17,3,0,steady_high,2
2026-08-20T17:05:30+00:00,podinfo,30,3,6.3259,46.6365,25.9259,4.75,0.0,2.0,2.0,17,3,0,steady_high,2
2026-08-20T17:06:00+00:00,podinfo,30,3,5.9995,46.4696,25.7926,4.75,0.0,2.0,2.0,17,3,0,steady_high,2
2026-08-20T17:06:30+00:00,podinfo,30,3,5.9623,46.6771,25.6296,4.75,0.0,2.0,2.0,17,3,0,steady_high,2
2026-08-20T17:07:00+00:00,podinfo,30,3,6.4586,46.9935,25.7778,4.75,0.0,2.0,2.0,17,3,0,steady_high,2
2026-08-20T17:07:30+00:00,podinfo,30,3,5.9962,47.2916,25.5185,4.75,0.0,2.0,2.0,17,3,0,steady_high,2
2026-08-20T17:08:00+00:00,podinfo,30,3,6.2952,47.1822,25.2667,4.75,0.0,2.0,2.0,17,3,0,steady_high,2
2026-08-20T17:08:30+00:00,podinfo,30,3,6.3218,47.3399,25.6,4.75,0.0,2.0,2.0,17,3,0,steady_high,2
2026-08-20T17:09:00+00:00,podinfo,30,3,6.3958,47.2143,26.0148,4.75,0.0,2.0,2.0,17,3,0,steady_high,2
2026-08-20T17:09:30+00:00,podinfo,30,3,6.1916,47.1191,25.8815,4.75,0.0,2.0,2.0,17,3,0,steady_high,2
2026-08-20T17:10:00+00:00,podinfo,30,3,5.933,47.1222,23.9037,4.75,0.0,2.0,2.0,17,3,0,steady_high,2
2026-08-20T17:11:30+00:00,podinfo,30,3,0.4033,46.7728,0.7259,4.75,0.0,2.0,2.0,17,3,1,idle,1
2026-08-20T17:12:00+00:00,podinfo,30,3,0.4723,46.6451,0.7259,4.75,0.0,2.0,2.0,17,3,1,idle,1
2026-08-20T17:12:30+00:00,podinfo,30,3,0.4437,46.7534,0.7259,4.75,0.0,2.0,2.0,17,3,1,idle,1
2026-08-20T17:13:00+00:00,podinfo,30,3,0.4094,47.0083,0.7259,4.75,0.0,2.0,2.0,17,3,1,idle,1
2026-08-20T17:13:30+00:00,podinfo,30,3,0.4351,46.8155,0.7259,4.75,0.0,2.0,2.0,17,3,1,idle,1
2026-08-20T17:14:00+00:00,podinfo,30,3,0.5203,46.8135,0.7259,4.75,0.0,2.0,2.0,17,3,1,idle,1
2026-08-20T17:14:30+00:00,podinfo,30,3,0.4609,46.6507,0.7259,4.75,0.0,2.0,2.0,17,3,1,idle,1
2026-08-20T17:15:00+00:00,podinfo,30,3,0.4124,46.7509,0.7259,4.75,0.0,2.0,2.0,17,3,1,idle,1
2026-08-20T17:15:30+00:00,podinfo,30,3,0.4182,46.6512,0.7259,4.75,0.0,2.0,2.0,17,3,1,idle,1
2026-08-20T17:16:00+00:00,podinfo,30,3,0.5055,46.6217,0.7259,4.75,0.0,2.0,2.0,17,3,1,idle,1
2026-08-20T17:16:30+00:00,podinfo,30,3,0.4708,46.6517,0.7259,4.75,0.0,2.0,2.0,17,3,1,idle,1
